transaction_id,zone,section,category,price,stock_level,units_sold,promotion,date
2286,Kids,Clothing,Tops,52.55,185,19,No,2025-01-26
2287,Men,Perfume,Perfume,53.9,86,23,No,2025-03-01
2288,Kids,Clothing,Bottoms,53.1,137,20,Yes,2025-10-19
2289,Men,Accessories,Accessories,28.04,98,15,No,2025-01-28
2290,Men,Clothing,Outerwear,123.55,107,11,No,2025-08-16
2291,Men,Perfume,Perfume,78.75,21,14,No,2025-11-24
2292,Kids,Accessories,Footwear,55.27,111,19,Yes,2025-05-05
2293,Kids,Accessories,Accessories,12.97,143,31,No,2025-08-08
2294,Women,Accessories,Footwear,55.29,118,17,Yes,2025-01-02
2295,Men,Clothing,Bottoms,69.1,176,7,No,2025-07-13
2296,Women,Clothing,Tops,31.87,80,19,No,2025-04-12
2297,Kids,Clothing,Tops,57.61,132,10,Yes,2025-05-11
2298,Women,Clothing,Bottoms,59.15,161,8,No,2025-04-09
2299,Kids,Clothing,Tops,16.95,85,24,No,2025-12-03
2300,Women,Perfume,Perfume,30.24,165,16,Yes,2025-09-11
2301,Women,Accessories,Footwear,77.08,178,5,No,2025-04-17
2302,Men,Sportswear,Sportswear,77.42,84,10,No,2025-06-04
2303,Kids,Accessories,Footwear,85.95,140,20,No,2025-11-20
2304,Men,Clothing,Tops,18.73,73,27,No,2025-09-05
2305,Women,Perfume,Perfume,28.42,131,12,No,2025-11-10
2306,Men,Clothing,Bottoms,32.05,173,6,No,2025-01-13
2307,Women,Accessories,Accessories,23.03,134,38,No,2025-06-06
2308,Women,Clothing,Tops,33.86,96,14,No,2025-02-07
2309,Women,Accessories,Accessories,13.35,173,22,No,2025-08-09
2310,Women,Accessories,Accessories,38.05,57,23,No,2025-08-23
2311,Kids,Clothing,Dresses,34.36,191,10,Yes,2025-09-29
2312,Kids,Accessories,Accessories,20.36,56,26,Yes,2025-04-23
2313,Women,Perfume,Perfume,69.5,122,23,No,2025-06-07
2314,Kids,Clothing,Dresses,81.32,109,13,Yes,2025-09-25
2315,Women,Accessories,Footwear,81.63,199,13,No,2025-09-28
2316,Men,Sportswear,Sportswear,48.48,29,14,No,2025-07-20
2317,Kids,Clothing,Bottoms,52.82,61,16,No,2025-03-25
2318,Women,Clothing,Dresses,38.74,49,13,Yes,2025-10-17
2319,Men,Clothing,Outerwear,106.09,95,2,Yes,2025-10-29
2320,Women,Accessories,Accessories,21.96,24,36,No,2025-05-05
2321,Men,Accessories,Accessories,25.23,155,17,No,2025-08-23
2322,Kids,Accessories,Footwear,120.69,34,10,No,2025-09-22
2323,Women,Perfume,Perfume,31.68,50,10,No,2025-12-05
2324,Kids,Clothing,Dresses,87.53,49,22,No,2025-10-30
2325,Kids,Accessories,Accessories,19.51,93,27,No,2025-09-26
2326,Women,Clothing,Dresses,76.29,140,24,Yes,2025-03-19
2327,Men,Accessories,Footwear,119.12,43,19,Yes,2025-08-30
2328,Kids,Accessories,Accessories,26.48,77,18,Yes,2025-11-07
2329,Kids,Accessories,Footwear,68.18,29,10,No,2025-07-08
2330,Kids,Accessories,Footwear,103.36,190,8,Yes,2025-05-04
2331,Men,Sportswear,Sportswear,31.34,84,23,Yes,2025-09-04
2332,Men,Clothing,Dresses,63.98,61,13,No,2025-08-06
2333,Men,Accessories,Footwear,69.62,185,7,Yes,2025-04-09
2334,Women,Accessories,Footwear,56.44,166,12,Yes,2025-07-12
2335,Men,Clothing,Dresses,86.33,131,13,No,2025-07-16
2336,Women,Perfume,Perfume,43.06,187,13,No,2025-06-21
2337,Women,Perfume,Perfume,53.3,117,21,No,2025-12-04
2338,Women,Accessories,Footwear,63.48,78,24,Yes,2025-09-28
2339,Men,Accessories,Footwear,60.77,37,15,Yes,2025-12-23
2340,Men,Sportswear,Sportswear,73.02,87,17,No,2025-08-18
2341,Women,Clothing,Tops,53.37,55,11,Yes,2025-10-01
2342,Men,Sportswear,Sportswear,37.79,164,6,No,2025-11-01
2343,Women,Accessories,Footwear,105.99,121,16,No,2025-05-21
2344,Women,Perfume,Perfume,59.34,53,11,Yes,2025-06-10
2345,Men,Sportswear,Sportswear,34.71,93,21,No,2025-10-22
2346,Men,Accessories,Footwear,128.93,34,8,No,2025-11-17
2347,Women,Clothing,Dresses,68.94,58,10,Yes,2025-04-07
2348,Men,Accessories,Footwear,110.89,116,5,Yes,2025-10-20
2349,Women,Clothing,Outerwear,121.33,88,11,No,2025-06-24
2350,Men,Sportswear,Sportswear,65.18,78,8,No,2025-09-23
2351,Men,Sportswear,Sportswear,67.59,34,18,No,2025-08-20
2352,Men,Perfume,Perfume,37.46,168,18,No,2025-04-01
2353,Women,Accessories,Footwear,109.22,192,7,No,2025-05-13
2354,Kids,Clothing,Dresses,30.48,155,11,No,2025-11-30
2355,Kids,Accessories,Footwear,56.96,51,11,No,2025-06-09
2356,Men,Perfume,Perfume,23.94,89,15,Yes,2025-05-28
2357,Men,Sportswear,Sportswear,57.72,54,9,Yes,2025-08-27
2358,Women,Clothing,Tops,30.61,165,11,No,2025-09-17
2359,Men,Accessories,Footwear,87.44,94,17,No,2025-06-02
2360,Kids,Accessories,Footwear,85.32,136,8,No,2025-11-18
2361,Kids,Accessories,Footwear,43.09,89,18,No,2025-11-17
2362,Women,Perfume,Perfume,36.77,166,23,No,2025-08-17
2363,Women,Perfume,Perfume,61.31,26,13,Yes,2025-06-26
2364,Women,Accessories,Footwear,73.37,147,7,Yes,2025-09-04
2365,Men,Sportswear,Sportswear,26.78,179,6,No,2025-03-07
2366,Women,Accessories,Accessories,30.62,186,21,Yes,2025-02-05
2367,Kids,Clothing,Outerwear,79.39,170,10,No,2025-04-08
2368,Kids,Clothing,Dresses,88.43,87,20,Yes,2025-04-12
2369,Women,Clothing,Outerwear,144.15,141,5,Yes,2025-01-19
2370,Women,Clothing,Outerwear,108.51,111,11,No,2025-03-22
2371,Women,Perfume,Perfume,68.0,69,10,No,2025-09-14
2372,Men,Accessories,Footwear,101.07,184,20,No,2025-01-19
2373,Women,Perfume,Perfume,40.88,164,22,No,2025-05-30
2374,Men,Perfume,Perfume,43.98,179,17,No,2025-06-05
2375,Women,Clothing,Outerwear,148.55,136,11,No,2025-04-29
2376,Kids,Clothing,Dresses,43.82,167,10,No,2025-11-10
2377,Kids,Clothing,Tops,27.85,163,32,No,2025-11-28
2378,Kids,Accessories,Accessories,39.86,121,25,No,2025-12-15
2379,Kids,Accessories,Footwear,109.65,97,22,No,2025-10-03
2380,Women,Clothing,Outerwear,79.16,42,7,Yes,2025-11-14
2381,Women,Perfume,Perfume,72.75,188,24,No,2025-11-27
2382,Kids,Accessories,Accessories,11.57,70,38,Yes,2025-09-06
2383,Women,Clothing,Tops,15.83,162,22,No,2025-10-18
2384,Men,Perfume,Perfume,53.44,64,23,No,2025-09-25
2385,Men,Sportswear,Sportswear,70.46,196,24,Yes,2025-08-21
2386,Men,Perfume,Perfume,71.21,119,11,No,2025-11-14
2387,Women,Perfume,Perfume,45.07,28,7,Yes,2025-12-17
2388,Kids,Accessories,Footwear,116.31,35,14,Yes,2025-04-03
2389,Men,Perfume,Perfume,50.76,98,10,No,2025-08-23
2390,Women,Accessories,Footwear,70.38,38,6,No,2025-01-28
2391,Men,Accessories,Accessories,26.8,92,33,No,2025-01-29
2392,Men,Accessories,Footwear,68.72,26,21,Yes,2025-11-20
2393,Women,Accessories,Footwear,86.67,191,6,Yes,2025-11-25
2394,Men,Clothing,Bottoms,60.32,154,13,Yes,2025-06-21
2395,Women,Accessories,Footwear,73.59,161,13,No,2025-05-10
2396,Kids,Clothing,Bottoms,32.09,58,22,No,2025-02-19
2397,Kids,Accessories,Footwear,40.06,131,19,No,2025-02-26
2398,Men,Sportswear,Sportswear,45.0,66,18,No,2025-07-06
2399,Kids,Accessories,Footwear,66.26,50,9,Yes,2025-11-04
2400,Kids,Clothing,Bottoms,59.67,62,10,No,2025-03-04
2401,Women,Perfume,Perfume,73.42,92,19,No,2025-09-29
2402,Kids,Accessories,Accessories,33.56,128,18,Yes,2025-12-24
2403,Kids,Clothing,Bottoms,42.57,115,21,No,2025-02-17
2404,Men,Accessories,Footwear,125.25,65,9,No,2025-05-06
2405,Women,Accessories,Accessories,20.21,80,23,No,2025-06-12
2406,Men,Accessories,Footwear,56.74,66,19,Yes,2025-07-13
2407,Kids,Accessories,Accessories,12.43,184,22,No,2025-08-12
2408,Kids,Accessories,Footwear,129.35,160,15,Yes,2025-08-18
2409,Men,Perfume,Perfume,31.57,114,22,No,2025-11-03
2410,Women,Perfume,Perfume,69.16,180,13,Yes,2025-12-11
2411,Women,Accessories,Accessories,12.6,59,39,No,2025-05-15
2412,Men,Clothing,Outerwear,157.71,22,13,Yes,2025-12-29
2413,Women,Clothing,Outerwear,72.88,198,2,No,2025-08-22
2414,Women,Accessories,Footwear,109.17,122,5,No,2025-03-30
2415,Men,Perfume,Perfume,64.5,78,21,Yes,2025-08-24
2416,Men,Sportswear,Sportswear,79.65,138,20,No,2025-09-26
2417,Women,Accessories,Footwear,127.99,53,7,No,2025-11-06
2418,Kids,Clothing,Bottoms,61.93,50,18,No,2025-02-12
2419,Women,Accessories,Footwear,112.52,86,6,No,2025-12-16
2420,Men,Sportswear,Sportswear,42.16,47,8,No,2025-08-25
2421,Women,Perfume,Perfume,70.55,183,13,No,2025-05-24
2422,Men,Sportswear,Sportswear,28.25,143,18,Yes,2025-12-22
2423,Women,Perfume,Perfume,28.21,188,21,No,2025-10-25
2424,Kids,Accessories,Accessories,34.95,107,34,Yes,2025-08-15
2425,Kids,Clothing,Dresses,39.67,90,9,No,2025-04-22
2426,Kids,Clothing,Tops,21.29,94,19,No,2025-11-07
2427,Kids,Clothing,Outerwear,85.27,187,4,No,2025-10-02
2428,Kids,Clothing,Tops,56.12,29,33,Yes,2025-12-26
2429,Men,Clothing,Outerwear,61.71,78,13,Yes,2025-07-24
2430,Women,Perfume,Perfume,51.07,57,15,Yes,2025-02-21
2431,Men,Perfume,Perfume,40.76,147,12,No,2025-08-31
2432,Women,Perfume,Perfume,26.21,24,14,No,2025-09-30
2433,Women,Clothing,Dresses,31.07,33,21,No,2025-01-25
2434,Women,Clothing,Tops,41.85,131,35,No,2025-02-16
2435,Men,Sportswear,Sportswear,30.37,69,9,No,2025-08-09
2436,Women,Perfume,Perfume,75.31,166,12,Yes,2025-03-06
2437,Women,Perfume,Perfume,28.35,135,21,No,2025-03-10
2438,Women,Clothing,Dresses,52.75,72,20,Yes,2025-05-30
2439,Kids,Accessories,Accessories,32.38,157,15,Yes,2025-10-31
2440,Kids,Clothing,Bottoms,63.26,89,18,No,2025-09-29
2441,Men,Perfume,Perfume,61.79,188,11,No,2025-02-09
2442,Kids,Accessories,Accessories,18.58,101,22,Yes,2025-04-01
2443,Women,Perfume,Perfume,41.43,49,9,No,2025-05-21
2444,Kids,Accessories,Footwear,87.92,132,20,No,2025-11-03
2445,Kids,Accessories,Accessories,33.61,180,39,Yes,2025-10-24
2446,Men,Clothing,Dresses,60.39,52,24,No,2025-04-14
2447,Men,Accessories,Footwear,98.81,25,9,No,2025-08-08
2448,Kids,Clothing,Dresses,75.92,165,13,No,2025-08-22
2449,Women,Perfume,Perfume,39.93,126,18,Yes,2025-11-26
2450,Kids,Accessories,Accessories,17.76,115,11,No,2025-05-15
2451,Kids,Clothing,Tops,20.97,148,38,No,2025-04-02
2452,Women,Perfume,Perfume,36.05,146,7,No,2025-08-30
2453,Women,Clothing,Dresses,47.22,83,7,No,2025-10-23
2454,Women,Clothing,Dresses,31.25,106,17,No,2025-05-26
2455,Men,Clothing,Tops,48.16,185,18,Yes,2025-05-17
2456,Kids,Accessories,Accessories,10.58,45,39,No,2025-04-12
2457,Men,Clothing,Outerwear,131.05,185,13,No,2025-12-28
2458,Kids,Accessories,Accessories,23.9,180,19,No,2025-12-05
2459,Women,Accessories,Footwear,68.89,20,10,No,2025-11-21
2460,Kids,Accessories,Footwear,41.36,116,14,Yes,2025-06-02
2461,Women,Perfume,Perfume,68.14,162,8,Yes,2025-01-20
2462,Men,Perfume,Perfume,60.34,130,12,Yes,2025-09-05
2463,Men,Clothing,Outerwear,83.95,41,6,No,2025-10-04
2464,Women,Clothing,Outerwear,77.6,154,7,Yes,2025-03-01
2465,Men,Perfume,Perfume,48.42,187,17,No,2025-03-29
2466,Kids,Clothing,Tops,50.94,115,17,Yes,2025-05-10
2467,Kids,Clothing,Bottoms,35.84,130,24,No,2025-12-21
2468,Kids,Accessories,Footwear,79.79,84,19,No,2025-03-31
2469,Women,Accessories,Accessories,27.25,128,26,Yes,2025-04-02
2470,Men,Accessories,Accessories,39.07,65,28,No,2025-11-16
2471,Men,Clothing,Bottoms,46.24,160,20,No,2025-11-26
2472,Kids,Accessories,Footwear,41.41,150,14,No,2025-09-27
2473,Men,Sportswear,Sportswear,51.73,168,8,Yes,2025-06-15
2474,Men,Accessories,Accessories,32.49,93,38,No,2025-10-21
2475,Women,Clothing,Tops,20.67,54,14,No,2025-04-10
2476,Kids,Accessories,Footwear,63.2,108,21,Yes,2025-08-25
2477,Women,Clothing,Dresses,54.89,97,21,No,2025-12-12
2478,Men,Accessories,Footwear,68.38,99,10,No,2025-08-16
2479,Kids,Accessories,Footwear,103.47,45,9,No,2025-03-16
2480,Women,Accessories,Footwear,99.4,162,13,No,2025-07-30
2481,Men,Perfume,Perfume,44.57,92,8,No,2025-03-14
2482,Kids,Clothing,Tops,45.05,82,28,No,2025-07-03
2483,Men,Accessories,Accessories,12.09,100,11,No,2025-02-12
2484,Men,Accessories,Accessories,15.11,88,33,No,2025-02-24
2485,Women,Perfume,Perfume,78.6,34,20,No,2025-11-05
2486,Kids,Clothing,Tops,19.24,62,17,No,2025-10-13
2487,Women,Accessories,Accessories,23.0,182,33,No,2025-12-31
2488,Men,Sportswear,Sportswear,48.1,196,8,No,2025-10-26
2489,Kids,Accessories,Accessories,28.49,116,23,No,2025-03-29
2490,Kids,Clothing,Outerwear,128.78,41,8,Yes,2025-11-30
2491,Women,Perfume,Perfume,71.88,144,17,Yes,2025-11-07
2492,Women,Perfume,Perfume,22.78,191,23,No,2025-12-29
2493,Women,Accessories,Accessories,14.7,44,20,No,2025-03-02
2494,Kids,Clothing,Tops,38.32,58,34,No,2025-02-03
2495,Women,Clothing,Outerwear,144.57,46,6,No,2025-06-04
2496,Men,Accessories,Footwear,123.57,102,14,No,2025-09-23
2497,Kids,Accessories,Footwear,55.79,154,8,No,2025-06-25
2498,Women,Clothing,Tops,19.3,77,22,No,2025-11-23
2499,Women,Clothing,Bottoms,33.89,146,16,No,2025-11-28
2500,Women,Accessories,Footwear,114.87,172,11,Yes,2025-08-28
2501,Kids,Accessories,Footwear,104.69,134,15,No,2025-03-18
2502,Kids,Clothing,Bottoms,31.12,143,17,Yes,2025-11-23
2503,Men,Clothing,Bottoms,38.16,130,15,No,2025-10-24
2504,Men,Sportswear,Sportswear,77.25,58,5,Yes,2025-03-29
2505,Women,Accessories,Footwear,88.41,98,21,No,2025-05-17
2506,Kids,Clothing,Tops,15.57,186,32,Yes,2025-08-12
2507,Kids,Accessories,Footwear,88.03,86,21,No,2025-11-05
2508,Kids,Clothing,Dresses,37.33,37,20,No,2025-09-26
2509,Men,Sportswear,Sportswear,33.02,73,14,No,2025-06-08
2510,Men,Clothing,Outerwear,138.45,30,5,No,2025-04-26
2511,Women,Accessories,Footwear,74.01,135,18,No,2025-06-06
2512,Kids,Clothing,Dresses,83.22,195,17,No,2025-07-01
2513,Kids,Clothing,Dresses,38.29,104,16,Yes,2025-05-01
2514,Men,Perfume,Perfume,68.57,97,10,No,2025-04-12
2515,Women,Perfume,Perfume,39.47,167,20,No,2025-08-16
2516,Women,Accessories,Footwear,77.97,80,8,No,2025-01-18
2517,Kids,Clothing,Dresses,35.52,102,12,No,2025-11-21
2518,Women,Clothing,Tops,52.94,196,25,No,2025-08-22
2519,Women,Perfume,Perfume,47.77,179,7,No,2025-06-09
2520,Women,Clothing,Bottoms,30.5,120,11,No,2025-07-05
2521,Men,Accessories,Accessories,30.19,167,14,Yes,2025-02-18
2522,Kids,Clothing,Bottoms,41.93,61,20,No,2025-01-11
2523,Men,Clothing,Dresses,51.96,59,23,No,2025-02-17
2524,Kids,Accessories,Accessories,32.85,128,12,Yes,2025-02-09
2525,Men,Sportswear,Sportswear,67.54,87,16,No,2025-03-03
2526,Men,Accessories,Footwear,58.67,94,15,Yes,2025-03-30
2527,Kids,Accessories,Footwear,79.4,159,13,No,2025-10-06
2528,Men,Sportswear,Sportswear,28.19,131,13,Yes,2025-08-17
2529,Women,Perfume,Perfume,31.84,108,18,Yes,2025-12-28
2530,Women,Accessories,Accessories,15.5,127,37,No,2025-06-15
2531,Men,Sportswear,Sportswear,79.77,186,16,No,2025-07-25
2532,Women,Clothing,Dresses,40.25,50,15,No,2025-06-02
2533,Women,Perfume,Perfume,45.47,147,14,No,2025-12-23
2534,Kids,Accessories,Footwear,84.7,122,23,No,2025-02-01
2535,Men,Clothing,Outerwear,116.79,170,13,No,2025-03-07
2536,Men,Clothing,Bottoms,59.61,144,12,No,2025-11-23
2537,Women,Clothing,Dresses,89.13,152,19,No,2025-01-22
2538,Women,Clothing,Tops,59.7,79,15,No,2025-09-16
2539,Women,Clothing,Dresses,78.32,184,19,No,2025-12-07
2540,Men,Accessories,Footwear,41.22,199,7,No,2025-10-24
2541,Men,Clothing,Outerwear,72.64,56,9,Yes,2025-07-07
2542,Women,Accessories,Accessories,28.5,88,14,No,2025-06-07
2543,Kids,Accessories,Footwear,41.35,148,7,Yes,2025-09-02
2544,Men,Accessories,Accessories,20.85,38,26,No,2025-06-26
2545,Kids,Accessories,Accessories,11.89,199,11,No,2025-12-14
2546,Men,Perfume,Perfume,48.28,24,24,Yes,2025-04-28
2547,Men,Sportswear,Sportswear,73.23,96,24,No,2025-01-13
2548,Women,Perfume,Perfume,47.13,104,11,Yes,2025-07-10
2549,Men,Perfume,Perfume,29.07,181,13,Yes,2025-02-06
2550,Women,Clothing,Outerwear,99.49,154,7,No,2025-04-11
2551,Women,Perfume,Perfume,54.0,43,7,No,2025-01-01
2552,Women,Clothing,Outerwear,162.09,29,11,No,2025-09-19
2553,Men,Sportswear,Sportswear,64.68,114,19,No,2025-11-16
2554,Women,Accessories,Footwear,128.65,90,13,No,2025-09-19
2555,Men,Accessories,Footwear,124.73,176,10,No,2025-09-13
2556,Women,Perfume,Perfume,79.13,160,22,Yes,2025-05-19
2557,Kids,Accessories,Accessories,33.38,36,28,No,2025-11-09
2558,Men,Accessories,Footwear,116.29,158,17,No,2025-04-02
2559,Kids,Clothing,Tops,52.58,133,36,No,2025-04-03
2560,Women,Perfume,Perfume,38.14,92,21,No,2025-03-05
2561,Kids,Accessories,Footwear,86.26,131,12,Yes,2025-04-08
2562,Men,Perfume,Perfume,35.12,159,17,No,2025-07-09
2563,Men,Clothing,Tops,30.59,50,22,No,2025-11-13
2564,Women,Clothing,Bottoms,43.31,140,12,No,2025-10-15
2565,Women,Perfume,Perfume,31.44,160,16,Yes,2025-02-08
2566,Kids,Accessories,Footwear,102.93,161,21,No,2025-07-10
2567,Women,Perfume,Perfume,57.07,157,12,No,2025-01-07
2568,Women,Clothing,Bottoms,46.56,152,20,No,2025-05-30
2569,Kids,Accessories,Footwear,105.08,97,20,Yes,2025-11-15
2570,Kids,Accessories,Footwear,115.75,84,7,No,2025-04-29
2571,Women,Accessories,Footwear,55.32,180,20,No,2025-03-24
2572,Kids,Accessories,Footwear,118.81,87,5,Yes,2025-11-10
2573,Kids,Accessories,Footwear,76.46,58,15,Yes,2025-09-14
2574,Kids,Accessories,Footwear,111.04,170,15,Yes,2025-08-16
2575,Kids,Accessories,Footwear,126.21,129,23,No,2025-07-23
2576,Kids,Clothing,Tops,43.12,97,38,Yes,2025-09-20
2577,Women,Accessories,Footwear,55.56,95,14,No,2025-03-14
2578,Women,Accessories,Accessories,30.06,81,29,No,2025-10-27
2579,Kids,Accessories,Footwear,97.24,64,15,No,2025-07-21
2580,Women,Accessories,Accessories,37.98,51,20,Yes,2025-09-04
2581,Men,Perfume,Perfume,78.94,35,9,Yes,2025-06-29
2582,Women,Clothing,Dresses,36.48,113,22,No,2025-06-09
2583,Men,Clothing,Outerwear,141.21,58,8,Yes,2025-05-16
2584,Kids,Accessories,Footwear,49.26,101,21,No,2025-09-29
2585,Men,Accessories,Footwear,62.3,142,12,No,2025-05-06
2586,Kids,Clothing,Tops,52.89,70,18,Yes,2025-03-22
2587,Kids,Clothing,Bottoms,60.88,145,20,No,2025-12-23
2588,Kids,Clothing,Tops,45.49,145,31,No,2025-10-05
2589,Men,Perfume,Perfume,41.19,160,18,No,2025-12-31
2590,Women,Accessories,Footwear,117.35,161,13,No,2025-07-18
2591,Women,Clothing,Dresses,79.8,21,21,No,2025-03-18
2592,Women,Perfume,Perfume,77.37,116,13,No,2025-02-04
2593,Women,Clothing,Bottoms,59.59,157,21,Yes,2025-07-16
2594,Men,Perfume,Perfume,47.27,82,24,No,2025-06-20
2595,Kids,Accessories,Accessories,18.7,154,25,No,2025-03-28
2596,Kids,Clothing,Outerwear,157.11,78,13,Yes,2025-11-29
2597,Men,Accessories,Accessories,34.84,192,31,No,2025-04-26
2598,Women,Accessories,Accessories,25.04,181,37,No,2025-06-16
2599,Women,Perfume,Perfume,33.14,87,16,No,2025-02-18
2600,Women,Accessories,Footwear,83.64,169,13,No,2025-06-26
2601,Women,Accessories,Accessories,34.31,167,39,No,2025-12-17
2602,Women,Perfume,Perfume,30.49,22,19,No,2025-02-21
2603,Kids,Accessories,Accessories,33.95,73,38,No,2025-08-17
2604,Kids,Clothing,Tops,32.97,140,28,No,2025-02-10
2605,Women,Perfume,Perfume,71.71,164,9,No,2025-10-24
2606,Kids,Clothing,Tops,32.58,195,30,No,2025-05-26
2607,Kids,Accessories,Footwear,100.82,90,23,No,2025-08-03
2608,Men,Clothing,Dresses,53.06,186,5,Yes,2025-10-12
2609,Kids,Accessories,Footwear,105.93,116,8,Yes,2025-05-23
2610,Women,Perfume,Perfume,25.13,90,16,No,2025-05-07
2611,Men,Accessories,Accessories,12.22,191,10,No,2025-07-21
2612,Women,Accessories,Accessories,10.23,121,21,Yes,2025-08-02
2613,Men,Perfume,Perfume,59.11,53,6,No,2025-07-15
2614,Women,Accessories,Accessories,12.08,103,35,No,2025-11-23
2615,Women,Clothing,Tops,32.65,162,10,No,2025-11-16
2616,Men,Clothing,Outerwear,140.86,56,8,No,2025-03-19
2617,Men,Clothing,Dresses,45.04,113,20,No,2025-06-06
2618,Men,Accessories,Footwear,74.74,177,22,No,2025-10-04
2619,Men,Perfume,Perfume,41.37,23,23,Yes,2025-03-05
2620,Men,Sportswear,Sportswear,43.98,137,24,No,2025-03-22
2621,Men,Accessories,Accessories,23.56,183,39,Yes,2025-12-09
2622,Men,Perfume,Perfume,45.32,153,19,No,2025-03-24
2623,Women,Accessories,Footwear,74.96,143,16,No,2025-09-28
2624,Kids,Accessories,Footwear,74.64,25,7,No,2025-05-02
2625,Men,Sportswear,Sportswear,79.99,130,21,Yes,2025-03-05
2626,Women,Accessories,Footwear,90.29,160,16,Yes,2025-06-02
2627,Kids,Accessories,Accessories,23.66,82,39,No,2025-03-17
2628,Men,Sportswear,Sportswear,42.38,171,11,No,2025-05-11
2629,Kids,Clothing,Dresses,62.81,121,7,Yes,2025-07-21
2630,Women,Accessories,Footwear,53.83,41,17,Yes,2025-12-22
2631,Women,Perfume,Perfume,64.57,179,7,Yes,2025-08-02
2632,Men,Clothing,Outerwear,152.36,134,4,No,2025-07-17
2633,Kids,Accessories,Footwear,116.39,46,21,No,2025-01-23
2634,Men,Clothing,Dresses,46.34,176,5,No,2025-09-19
2635,Men,Perfume,Perfume,36.28,51,14,No,2025-09-22
2636,Men,Clothing,Tops,16.86,93,16,No,2025-04-12
2637,Men,Sportswear,Sportswear,28.05,38,6,No,2025-08-15
2638,Men,Accessories,Accessories,15.66,54,30,Yes,2025-03-07
2639,Men,Perfume,Perfume,41.31,138,10,No,2025-08-31
2640,Men,Perfume,Perfume,73.42,119,12,No,2025-04-17
2641,Kids,Clothing,Bottoms,36.03,20,10,Yes,2025-03-29
2642,Men,Clothing,Bottoms,34.0,179,17,No,2025-03-14
2643,Men,Clothing,Outerwear,105.07,47,8,Yes,2025-02-13
2644,Women,Perfume,Perfume,33.49,122,8,Yes,2025-05-26
2645,Men,Clothing,Outerwear,140.39,145,9,No,2025-12-16
2646,Women,Accessories,Footwear,112.67,86,22,No,2025-01-18
2647,Kids,Clothing,Dresses,57.42,80,19,No,2025-05-13
2648,Kids,Accessories,Footwear,81.93,64,7,No,2025-05-21
2649,Women,Perfume,Perfume,51.57,83,8,No,2025-05-19
2650,Women,Accessories,Footwear,83.64,127,18,Yes,2025-10-12
2651,Women,Clothing,Outerwear,167.33,136,10,No,2025-11-29
2652,Women,Accessories,Accessories,25.41,132,29,No,2025-02-04
2653,Kids,Clothing,Outerwear,101.09,116,9,No,2025-08-14
2654,Kids,Accessories,Accessories,13.31,40,24,Yes,2025-01-14
2655,Kids,Accessories,Footwear,50.3,164,18,No,2025-04-01
2656,Men,Clothing,Bottoms,60.47,165,9,No,2025-12-01
2657,Women,Clothing,Outerwear,85.32,60,2,No,2025-07-02
2658,Men,Clothing,Dresses,70.88,155,17,No,2025-02-14
2659,Women,Perfume,Perfume,29.54,87,23,No,2025-06-15
2660,Kids,Clothing,Tops,19.88,75,16,No,2025-05-02
2661,Kids,Accessories,Footwear,64.41,152,19,No,2025-08-12
2662,Men,Clothing,Bottoms,60.99,85,20,No,2025-05-05
2663,Women,Perfume,Perfume,63.13,150,15,Yes,2025-11-09
2664,Men,Perfume,Perfume,69.09,147,17,Yes,2025-04-28
2665,Women,Accessories,Accessories,22.23,48,36,Yes,2025-12-27
2666,Men,Perfume,Perfume,65.82,108,16,No,2025-08-29
2667,Men,Accessories,Accessories,34.18,157,13,Yes,2025-10-03
2668,Men,Sportswear,Sportswear,76.64,98,13,No,2025-01-24
2669,Women,Accessories,Footwear,114.69,138,7,No,2025-02-22
2670,Kids,Accessories,Footwear,127.89,61,17,No,2025-01-16
2671,Men,Clothing,Outerwear,109.91,25,12,No,2025-01-15
2672,Women,Perfume,Perfume,31.35,140,20,No,2025-06-29
2673,Kids,Accessories,Accessories,15.9,112,30,No,2025-12-20
2674,Kids,Clothing,Tops,57.11,45,12,Yes,2025-01-05
2675,Women,Clothing,Dresses,86.19,44,16,Yes,2025-09-27
2676,Women,Perfume,Perfume,34.03,38,10,Yes,2025-08-02
2677,Kids,Clothing,Dresses,44.0,171,10,No,2025-02-19
2678,Kids,Accessories,Accessories,15.32,168,35,No,2025-04-17
2679,Kids,Clothing,Outerwear,124.37,148,6,No,2025-03-28
2680,Men,Clothing,Bottoms,43.94,41,8,No,2025-07-21
2681,Kids,Clothing,Bottoms,57.67,199,18,No,2025-04-21
2682,Kids,Clothing,Outerwear,98.21,119,10,No,2025-08-28
2683,Women,Accessories,Footwear,70.17,176,5,No,2025-04-21
2684,Women,Perfume,Perfume,36.74,151,21,No,2025-03-30
2685,Men,Accessories,Footwear,76.68,175,11,No,2025-09-23
2686,Men,Sportswear,Sportswear,74.09,37,21,No,2025-04-12
2687,Men,Sportswear,Sportswear,78.69,44,21,Yes,2025-12-09
2688,Men,Accessories,Footwear,69.3,156,7,Yes,2025-08-04
2689,Kids,Clothing,Bottoms,43.53,45,10,Yes,2025-05-22
2690,Men,Sportswear,Sportswear,26.22,61,23,No,2025-07-12
2691,Women,Accessories,Footwear,97.98,191,10,No,2025-04-18
2692,Kids,Clothing,Dresses,60.78,98,8,Yes,2025-09-11
2693,Men,Sportswear,Sportswear,70.42,53,19,No,2025-08-26
2694,Kids,Clothing,Bottoms,37.47,67,19,No,2025-07-04
